CustomerID,Recency,Frequency,Monetary,Cluster,Cluster_Name
12647.0,22,12,3722.82,0,مشتریان وفادار اقتصادی 🟡
12649.0,107,3,623.51,0,مشتریان وفادار اقتصادی 🟡
12650.0,3,1,314.44,0,مشتریان وفادار اقتصادی 🟡
12654.0,11,5,601.98,0,مشتریان وفادار اقتصادی 🟡
12656.0,17,5,4051.17,0,مشتریان وفادار اقتصادی 🟡
12657.0,11,4,1643.18,0,مشتریان وفادار اقتصادی 🟡
12658.0,19,1,686.05,0,مشتریان وفادار اقتصادی 🟡
12659.0,30,1,91.68,0,مشتریان وفادار اقتصادی 🟡
12660.0,11,1,245.1,0,مشتریان وفادار اقتصادی 🟡
12662.0,1,11,3849.78,0,مشتریان وفادار اقتصادی 🟡
12664.0,8,9,4881.88,0,مشتریان وفادار اقتصادی 🟡
12667.0,58,1,620.13,0,مشتریان وفادار اقتصادی 🟡
12668.0,12,4,3807.15,0,مشتریان وفادار اقتصادی 🟡
12670.0,10,5,2996.05,0,مشتریان وفادار اقتصادی 🟡
12673.0,5,2,610.52,0,مشتریان وفادار اقتصادی 🟡
12674.0,39,4,1970.6,0,مشتریان وفادار اقتصادی 🟡
12676.0,25,6,1331.39,0,مشتریان وفادار اقتصادی 🟡
12679.0,59,4,1113.02,0,مشتریان وفادار اقتصادی 🟡
12680.0,1,4,862.81,0,مشتریان وفادار اقتصادی 🟡
12684.0,8,7,2283.63,0,مشتریان وفادار اقتصادی 🟡
12685.0,28,6,2863.08,0,مشتریان وفادار اقتصادی 🟡
12688.0,114,1,4873.8099999999995,0,مشتریان وفادار اقتصادی 🟡
12689.0,26,2,1247.61,0,مشتریان وفادار اقتصادی 🟡
12691.0,28,6,1035.8,0,مشتریان وفادار اقتصادی 🟡
12693.0,127,4,855.91,0,مشتریان وفادار اقتصادی 🟡
12694.0,70,2,869.67,0,مشتریان وفادار اقتصادی 🟡
12695.0,7,4,582.1,0,مشتریان وفادار اقتصادی 🟡
12697.0,29,3,957.59,0,مشتریان وفادار اقتصادی 🟡
12700.0,8,4,4939.99,0,مشتریان وفادار اقتصادی 🟡
12701.0,80,2,797.71,0,مشتریان وفادار اقتصادی 🟡
12702.0,20,1,219.0,0,مشتریان وفادار اقتصادی 🟡
12703.0,71,1,283.55,0,مشتریان وفادار اقتصادی 🟡
12704.0,7,8,2340.84,0,مشتریان وفادار اقتصادی 🟡
12705.0,15,9,6868.29,0,مشتریان وفادار اقتصادی 🟡
12708.0,30,10,2712.91,0,مشتریان وفادار اقتصادی 🟡
12710.0,97,3,1149.02,0,مشتریان وفادار اقتصادی 🟡
12712.0,29,13,4396.13,0,مشتریان وفادار اقتصادی 🟡
12713.0,1,1,848.55,0,مشتریان وفادار اقتصادی 🟡
12714.0,9,5,4708.86,0,مشتریان وفادار اقتصادی 🟡
12715.0,106,1,353.86,0,مشتریان وفادار اقتصادی 🟡
12716.0,4,2,1053.49,0,مشتریان وفادار اقتصادی 🟡
12718.0,71,1,238.25,0,مشتریان وفادار اقتصادی 🟡
12719.0,5,2,644.95,0,مشتریان وفادار اقتصادی 🟡
12721.0,32,6,2656.13,0,مشتریان وفادار اقتصادی 🟡
12722.0,85,4,997.63,0,مشتریان وفادار اقتصادی 🟡
12723.0,4,5,725.07,0,مشتریان وفادار اقتصادی 🟡
12724.0,5,4,1031.41,0,مشتریان وفادار اقتصادی 🟡
12726.0,28,7,2609.1,0,مشتریان وفادار اقتصادی 🟡
12727.0,11,7,3980.7,0,مشتریان وفادار اقتصادی 🟡
12728.0,71,4,836.33,0,مشتریان وفادار اقتصادی 🟡
12729.0,114,1,453.01,0,مشتریان وفادار اقتصادی 🟡
12739.0,78,2,1013.04,0,مشتریان وفادار اقتصادی 🟡
12740.0,64,1,427.6,0,مشتریان وفادار اقتصادی 🟡
12743.0,134,2,546.43,0,مشتریان وفادار اقتصادی 🟡
12747.0,2,11,4196.01,0,مشتریان وفادار اقتصادی 🟡
12749.0,4,5,4090.88,0,مشتریان وفادار اقتصادی 🟡
12750.0,129,1,275.88,0,مشتریان وفادار اقتصادی 🟡
12752.0,81,1,4366.78,0,مشتریان وفادار اقتصادی 🟡
12753.0,23,6,21429.39,0,مشتریان وفادار اقتصادی 🟡
12756.0,87,1,112.07999999999998,0,مشتریان وفادار اقتصادی 🟡
12758.0,117,2,2791.59,0,مشتریان وفادار اقتصادی 🟡
12759.0,52,3,1531.44,0,مشتریان وفادار اقتصادی 🟡
12762.0,8,2,1898.52,0,مشتریان وفادار اقتصادی 🟡
12763.0,138,2,494.08,0,مشتریان وفادار اقتصادی 🟡
12766.0,4,7,6989.63,0,مشتریان وفادار اقتصادی 🟡
12772.0,60,1,892.47,0,مشتریان وفادار اقتصادی 🟡
12775.0,17,5,1386.04,0,مشتریان وفادار اقتصادی 🟡
12778.0,20,6,822.23,0,مشتریان وفادار اقتصادی 🟡
12779.0,38,8,3981.36,0,مشتریان وفادار اقتصادی 🟡
12781.0,64,2,826.74,0,مشتریان وفادار اقتصادی 🟡
12782.0,5,5,2330.92,0,مشتریان وفادار اقتصادی 🟡
12783.0,2,6,2225.91,0,مشتریان وفادار اقتصادی 🟡
12784.0,9,2,574.42,0,مشتریان وفادار اقتصادی 🟡
12787.0,10,3,463.66,0,مشتریان وفادار اقتصادی 🟡
12789.0,65,1,91.85,0,مشتریان وفادار اقتصادی 🟡
12794.0,53,2,860.41,0,مشتریان وفادار اقتصادی 🟡
12795.0,19,1,430.48,0,مشتریان وفادار اقتصادی 🟡
12798.0,10,3,6977.04,0,مشتریان وفادار اقتصادی 🟡
12808.0,37,3,483.65000000000003,0,مشتریان وفادار اقتصادی 🟡
12812.0,45,1,229.64000000000001,0,مشتریان وفادار اقتصادی 🟡
12814.0,102,1,125.92,0,مشتریان وفادار اقتصادی 🟡
12816.0,96,2,572.2,0,مشتریان وفادار اقتصادی 🟡
12820.0,3,4,942.34,0,مشتریان وفادار اقتصادی 🟡
12822.0,71,2,948.88,0,مشتریان وفادار اقتصادی 🟡
12823.0,75,5,1759.5,0,مشتریان وفادار اقتصادی 🟡
12824.0,60,1,397.12,0,مشتریان وفادار اقتصادی 🟡
12826.0,3,7,1474.72,0,مشتریان وفادار اقتصادی 🟡
12827.0,6,3,430.15000000000003,0,مشتریان وفادار اقتصادی 🟡
12828.0,3,6,1018.71,0,مشتریان وفادار اقتصادی 🟡
12830.0,38,6,6814.64,0,مشتریان وفادار اقتصادی 🟡
12832.0,32,2,383.03,0,مشتریان وفادار اقتصادی 🟡
12836.0,59,4,2612.86,0,مشتریان وفادار اقتصادی 🟡
12838.0,34,2,683.13,0,مشتریان وفادار اقتصادی 🟡
12840.0,144,4,2726.77,0,مشتریان وفادار اقتصادی 🟡
12842.0,70,2,1118.99,0,مشتریان وفادار اقتصادی 🟡
12843.0,66,8,1702.26,0,مشتریان وفادار اقتصادی 🟡
12844.0,29,2,325.96000000000004,0,مشتریان وفادار اقتصادی 🟡
12847.0,22,1,871.54,0,مشتریان وفادار اقتصادی 🟡
12849.0,31,2,1050.8899999999999,0,مشتریان وفادار اقتصادی 🟡
12851.0,97,1,135.18,0,مشتریان وفادار اقتصادی 🟡
12853.0,135,6,1957.1000000000001,0,مشتریان وفادار اقتصادی 🟡
12854.0,79,3,1324.5,0,مشتریان وفادار اقتصادی 🟡
12856.0,8,6,2179.93,0,مشتریان وفادار اقتصادی 🟡
12863.0,52,1,521.2,0,مشتریان وفادار اقتصادی 🟡
12864.0,138,1,147.12,0,مشتریان وفادار اقتصادی 🟡
12865.0,26,2,1568.23,0,مشتریان وفادار اقتصادی 🟡
12867.0,26,7,4036.82,0,مشتریان وفادار اقتصادی 🟡
12871.0,84,2,380.64,0,مشتریان وفادار اقتصادی 🟡
12875.0,143,2,343.2300000000001,0,مشتریان وفادار اقتصادی 🟡
12876.0,58,2,2218.02,0,مشتریان وفادار اقتصادی 🟡
12877.0,4,12,1535.77,0,مشتریان وفادار اقتصادی 🟡
12879.0,45,3,573.22,0,مشتریان وفادار اقتصادی 🟡
12882.0,9,2,1463.04,0,مشتریان وفادار اقتصادی 🟡
12883.0,25,4,703.47,0,مشتریان وفادار اقتصادی 🟡
12884.0,88,1,309.05,0,مشتریان وفادار اقتصادی 🟡
12885.0,63,3,1175.22,0,مشتریان وفادار اقتصادی 🟡
12886.0,68,2,1378.4,0,مشتریان وفادار اقتصادی 🟡
12890.0,24,1,380.46999999999997,0,مشتریان وفادار اقتصادی 🟡
12893.0,31,1,188.14,0,مشتریان وفادار اقتصادی 🟡
12895.0,42,2,372.8,0,مشتریان وفادار اقتصادی 🟡
12904.0,18,2,509.58,0,مشتریان وفادار اقتصادی 🟡
12906.0,12,5,2919.81,0,مشتریان وفادار اقتصادی 🟡
12909.0,40,5,2178.67,0,مشتریان وفادار اقتصادی 🟡
12910.0,23,8,3075.04,0,مشتریان وفادار اقتصادی 🟡
12912.0,3,5,1662.3,0,مشتریان وفادار اقتصادی 🟡
12913.0,5,5,2483.63,0,مشتریان وفادار اقتصادی 🟡
12916.0,139,4,3006.15,0,مشتریان وفادار اقتصادی 🟡
12917.0,128,1,594.0,0,مشتریان وفادار اقتصادی 🟡
12919.0,8,6,1335.19,0,مشتریان وفادار اقتصادی 🟡
12920.0,17,1,164.23,0,مشتریان وفادار اقتصادی 🟡
12923.0,64,1,176.97,0,مشتریان وفادار اقتصادی 🟡
12924.0,88,4,933.7,0,مشتریان وفادار اقتصادی 🟡
12925.0,5,2,694.05,0,مشتریان وفادار اقتصادی 🟡
12928.0,35,5,2062.7000000000003,0,مشتریان وفادار اقتصادی 🟡
12930.0,78,2,415.8,0,مشتریان وفادار اقتصادی 🟡
12933.0,24,3,607.53,0,مشتریان وفادار اقتصادی 🟡
12935.0,2,7,2160.7,0,مشتریان وفادار اقتصادی 🟡
12936.0,17,4,1063.9,0,مشتریان وفادار اقتصادی 🟡
12937.0,15,4,1504.27,0,مشتریان وفادار اقتصادی 🟡
12938.0,26,1,114.14,0,مشتریان وفادار اقتصادی 🟡
12939.0,64,8,11581.8,0,مشتریان وفادار اقتصادی 🟡
12940.0,55,2,913.54,0,مشتریان وفادار اقتصادی 🟡
12942.0,131,3,683.9,0,مشتریان وفادار اقتصادی 🟡
12944.0,36,2,604.51,0,مشتریان وفادار اقتصادی 🟡
12947.0,144,6,1603.99,0,مشتریان وفادار اقتصادی 🟡
12948.0,16,7,2064.95,0,مشتریان وفادار اقتصادی 🟡
12949.0,31,8,4167.22,0,مشتریان وفادار اقتصادی 🟡
12950.0,2,3,1843.0,0,مشتریان وفادار اقتصادی 🟡
12951.0,9,6,1064.07,0,مشتریان وفادار اقتصادی 🟡
12952.0,6,4,1387.79,0,مشتریان وفادار اقتصادی 🟡
12953.0,10,1,329.85,0,مشتریان وفادار اقتصادی 🟡
12955.0,1,11,4757.16,0,مشتریان وفادار اقتصادی 🟡
12957.0,10,8,4017.54,0,مشتریان وفادار اقتصادی 🟡
12962.0,7,2,266.39,0,مشتریان وفادار اقتصادی 🟡
12963.0,8,8,1856.63,0,مشتریان وفادار اقتصادی 🟡
12965.0,89,1,771.91,0,مشتریان وفادار اقتصادی 🟡
12966.0,10,1,160.18,0,مشتریان وفادار اقتصادی 🟡
12968.0,112,1,135.95,0,مشتریان وفادار اقتصادی 🟡
12970.0,7,4,452.24,0,مشتریان وفادار اقتصادی 🟡
12980.0,158,9,7374.900000000001,0,مشتریان وفادار اقتصادی 🟡
12981.0,30,2,372.21999999999997,0,مشتریان وفادار اقتصادی 🟡
12984.0,19,1,97.5,0,مشتریان وفادار اقتصادی 🟡
12985.0,1,2,1239.38,0,مشتریان وفادار اقتصادی 🟡
12987.0,74,2,558.7,0,مشتریان وفادار اقتصادی 🟡
12990.0,31,3,409.5,0,مشتریان وفادار اقتصادی 🟡
12991.0,23,2,503.76,0,مشتریان وفادار اقتصادی 🟡
12993.0,23,4,414.76,0,مشتریان وفادار اقتصادی 🟡
12994.0,4,3,974.4200000000001,0,مشتریان وفادار اقتصادی 🟡
12995.0,85,1,211.32,0,مشتریان وفادار اقتصادی 🟡
12997.0,22,4,1226.89,0,مشتریان وفادار اقتصادی 🟡
13000.0,107,3,534.85,0,مشتریان وفادار اقتصادی 🟡
13003.0,106,3,149.05,0,مشتریان وفادار اقتصادی 🟡
13006.0,56,1,81.57,0,مشتریان وفادار اقتصادی 🟡
13012.0,9,8,1661.8400000000001,0,مشتریان وفادار اقتصادی 🟡
13013.0,1,13,4810.9400000000005,0,مشتریان وفادار اقتصادی 🟡
13014.0,11,10,3466.2799999999997,0,مشتریان وفادار اقتصادی 🟡
13015.0,53,5,3346.28,0,مشتریان وفادار اقتصادی 🟡
13016.0,73,3,789.89,0,مشتریان وفادار اقتصادی 🟡
13017.0,7,1,204.0,0,مشتریان وفادار اقتصادی 🟡
13021.0,4,9,2616.38,0,مشتریان وفادار اقتصادی 🟡
13023.0,64,2,689.9,0,مشتریان وفادار اقتصادی 🟡
13026.0,1,5,975.36,0,مشتریان وفادار اقتصادی 🟡
13027.0,114,6,6912.0,0,مشتریان وفادار اقتصادی 🟡
13028.0,23,2,661.3199999999999,0,مشتریان وفادار اقتصادی 🟡
13029.0,31,3,1247.5,0,مشتریان وفادار اقتصادی 🟡
13030.0,11,2,799.48,0,مشتریان وفادار اقتصادی 🟡
13032.0,52,2,1010.18,0,مشتریان وفادار اقتصادی 🟡
13034.0,55,2,642.77,0,مشتریان وفادار اقتصادی 🟡
13035.0,74,2,921.88,0,مشتریان وفادار اقتصادی 🟡
13037.0,138,3,881.07,0,مشتریان وفادار اقتصادی 🟡
13038.0,80,3,908.46,0,مشتریان وفادار اقتصادی 🟡
13040.0,9,2,676.99,0,مشتریان وفادار اقتصادی 🟡
13045.0,99,1,305.28000000000003,0,مشتریان وفادار اقتصادی 🟡
13046.0,31,2,629.31,0,مشتریان وفادار اقتصادی 🟡
13047.0,32,10,3237.54,0,مشتریان وفادار اقتصادی 🟡
13048.0,14,4,1835.91,0,مشتریان وفادار اقتصادی 🟡
13049.0,64,2,656.6800000000001,0,مشتریان وفادار اقتصادی 🟡
13055.0,78,3,1214.41,0,مشتریان وفادار اقتصادی 🟡
13058.0,25,3,271.40000000000003,0,مشتریان وفادار اقتصادی 🟡
13061.0,72,1,248.61,0,مشتریان وفادار اقتصادی 🟡
13064.0,13,4,1119.49,0,مشتریان وفادار اقتصادی 🟡
